time,_id,close,high,low,open,volume
2023-01-03 21:05:00,1672779900,16657.0,16657.0,16652.5,16652.5,1466
2023-01-03 21:10:00,1672780200,16659.5,16659.5,16654.5,16657.0,1929
2023-01-03 21:15:00,1672780500,16662.0,16662.5,16656.0,16659.5,7775
2023-01-03 21:20:00,1672780800,16656.5,16660.5,16656.5,16660.5,1708
2023-01-03 21:25:00,1672781100,16662.5,16662.5,16657.5,16658.0,2726
2023-01-03 21:30:00,1672781400,16655.5,16662.5,16652.5,16662.5,5721
2023-01-03 21:35:00,1672781700,16660.0,16666.0,16655.0,16655.5,6161
2023-01-03 21:40:00,1672782000,16664.0,16664.0,16659.5,16660.0,4568
2023-01-03 21:45:00,1672782300,16660.0,16664.5,16659.5,16664.5,4958
2023-01-03 21:50:00,1672782600,16662.0,16665.0,16661.5,16661.5,2318
2023-01-03 21:55:00,1672782900,16659.0,16663.5,16657.5,16662.0,1476
2023-01-03 22:00:00,1672783200,16659.5,16661.5,16659.5,16659.5,2346
2023-01-03 22:05:00,1672783500,16655.0,16660.0,16654.5,16658.5,2267
2023-01-03 22:10:00,1672783800,16645.0,16655.5,16644.0,16654.5,4642
2023-01-03 22:15:00,1672784100,16649.5,16649.5,16642.0,16647.0,2577
2023-01-03 22:20:00,1672784400,16650.0,16653.5,16648.0,16649.5,1485
2023-01-03 22:25:00,1672784700,16656.0,16656.0,16650.0,16650.0,1607
2023-01-03 22:30:00,1672785000,16656.0,16656.5,16654.0,16655.5,3382
2023-01-03 22:35:00,1672785300,16662.0,16662.0,16655.5,16656.0,1051
2023-01-03 22:40:00,1672785600,16650.0,16660.0,16645.5,16660.0,7156
2023-01-03 22:45:00,1672785900,16659.0,16659.5,16651.5,16651.5,5277
2023-01-03 22:50:00,1672786200,16659.0,16660.5,16657.0,16660.0,3597
2023-01-03 22:55:00,1672786500,16668.0,16671.5,16658.5,16658.5,7405
2023-01-03 23:00:00,1672786800,16667.0,16675.5,16665.0,16669.5,7777
2023-01-03 23:05:00,1672787100,16682.5,16683.0,16667.0,16668.0,3968
2023-01-03 23:10:00,1672787400,16672.0,16685.5,16672.0,16682.5,2669
2023-01-03 23:15:00,1672787700,16677.0,16677.5,16673.0,16674.0,6063
2023-01-03 23:20:00,1672788000,16668.5,16677.0,16668.5,16677.0,1820
2023-01-03 23:25:00,1672788300,16674.0,16674.0,16667.0,16668.5,4922
2023-01-03 23:30:00,1672788600,16665.0,16672.0,16659.5,16671.5,3101
2023-01-03 23:35:00,1672788900,16665.0,16665.0,16661.0,16665.0,1457
2023-01-03 23:40:00,1672789200,16666.5,16667.0,16665.0,16665.0,2972
2023-01-03 23:45:00,1672789500,16671.0,16671.5,16665.0,16667.5,4545
2023-01-03 23:50:00,1672789800,16668.5,16671.5,16667.5,16671.0,2988
2023-01-03 23:55:00,1672790100,16666.5,16668.0,16666.5,16667.0,2045
2023-01-04 00:00:00,1672790400,16663.0,16669.0,16662.5,16667.5,4676
2023-01-04 00:05:00,1672790700,16657.0,16663.0,16656.5,16661.0,9878
2023-01-04 00:10:00,1672791000,16659.0,16662.0,16656.5,16656.5,1137
2023-01-04 00:15:00,1672791300,16661.0,16666.0,16655.5,16656.5,2609
2023-01-04 00:20:00,1672791600,16665.5,16665.5,16659.5,16663.0,6209
2023-01-04 00:25:00,1672791900,16664.5,16666.0,16660.5,16664.0,20114
2023-01-04 00:30:00,1672792200,16664.0,16665.5,16662.0,16664.5,2476
2023-01-04 00:35:00,1672792500,16653.5,16664.0,16651.5,16664.0,5935
2023-01-04 00:40:00,1672792800,16652.5,16656.0,16652.0,16652.0,2341
2023-01-04 00:45:00,1672793100,16654.0,16656.0,16649.0,16653.0,3824
2023-01-04 00:50:00,1672793400,16652.0,16655.5,16652.0,16652.5,2184
