time,_id,close,high,low,open,volume,strike_price
2022-12-25 04:45:00,1671943500,58.0,58.0,58.0,58.0,0,16800
2022-12-25 04:50:00,1671943800,58.0,58.0,58.0,58.0,0,16800
2022-12-25 04:55:00,1671944100,58.0,58.0,58.0,58.0,0,16800
2022-12-25 05:00:00,1671944400,58.0,58.0,58.0,58.0,0,16800
2022-12-25 05:05:00,1671944700,58.0,58.0,58.0,58.0,0,16800
2022-12-25 05:10:00,1671945000,58.0,58.0,58.0,58.0,200,16800
2022-12-25 05:15:00,1671945300,58.0,58.0,58.0,58.0,1,16800
2022-12-25 05:20:00,1671945600,55.0,55.0,55.0,55.0,0,16800
2022-12-25 05:25:00,1671945900,55.0,55.0,55.0,55.0,0,16800
2022-12-25 05:30:00,1671946200,55.0,55.0,55.0,55.0,0,16800
2022-12-25 05:35:00,1671946500,55.0,55.0,55.0,55.0,0,16800
2022-12-25 05:40:00,1671946800,55.0,55.0,51.0,51.0,100,16800
2022-12-25 05:45:00,1671947100,50.0,50.0,50.0,50.0,0,16800
2022-12-25 05:50:00,1671947400,50.0,50.0,50.0,50.0,0,16800
2022-12-25 05:55:00,1671947700,50.0,50.0,50.0,50.0,0,16800
2022-12-25 06:00:00,1671948000,50.0,50.0,50.0,50.0,0,16800
2022-12-25 06:05:00,1671948300,50.0,50.0,50.0,50.0,0,16800
2022-12-25 06:10:00,1671948600,50.0,50.0,50.0,50.0,0,16800
2022-12-25 06:15:00,1671948900,50.0,50.0,50.0,50.0,0,16800
2022-12-25 06:20:00,1671949200,50.0,50.0,50.0,50.0,0,16800
2022-12-25 06:25:00,1671949500,50.0,50.0,50.0,50.0,0,16800
2022-12-25 06:30:00,1671949800,50.0,50.0,50.0,50.0,0,16800
2022-12-25 06:35:00,1671950100,50.0,50.0,50.0,50.0,50,16800
2022-12-25 06:40:00,1671950400,55.0,55.0,55.0,55.0,0,16800
2022-12-25 06:45:00,1671950700,55.0,55.0,55.0,55.0,0,16800
2022-12-25 06:50:00,1671951000,55.0,55.0,55.0,55.0,0,16800
2022-12-25 06:55:00,1671951300,55.0,55.0,46.0,46.0,100,16800
2022-12-25 07:00:00,1671951600,55.0,55.0,52.0,52.0,100,16800
2022-12-25 07:05:00,1671951900,54.0,54.0,54.0,54.0,0,16800
2022-12-25 07:10:00,1671952200,54.0,54.0,54.0,54.0,0,16800
2022-12-25 07:15:00,1671952500,54.0,54.0,54.0,54.0,0,16800
2022-12-25 07:20:00,1671952800,54.0,54.0,54.0,54.0,100,16800
2022-12-25 07:25:00,1671953100,46.0,46.0,46.0,46.0,0,16800
2022-12-25 07:30:00,1671953400,46.0,46.0,46.0,46.0,0,16800
2022-12-25 07:35:00,1671953700,46.0,46.0,46.0,46.0,0,16800
2022-12-25 07:40:00,1671954000,46.0,46.0,46.0,46.0,0,16800
2022-12-25 07:45:00,1671954300,46.0,46.0,46.0,46.0,0,16800
2022-12-25 07:50:00,1671954600,46.0,46.0,46.0,46.0,0,16800
2022-12-25 07:55:00,1671954900,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:00:00,1671955200,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:05:00,1671955500,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:10:00,1671955800,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:15:00,1671956100,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:20:00,1671956400,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:25:00,1671956700,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:30:00,1671957000,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:35:00,1671957300,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:40:00,1671957600,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:45:00,1671957900,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:50:00,1671958200,46.0,46.0,46.0,46.0,0,16800
2022-12-25 08:55:00,1671958500,46.0,46.0,46.0,46.0,0,16800
2022-12-25 09:00:00,1671958800,46.0,46.0,46.0,46.0,0,16800
2022-12-25 09:05:00,1671959100,46.0,46.0,46.0,46.0,0,16800
2022-12-25 09:10:00,1671959400,46.0,46.0,46.0,46.0,0,16800
2022-12-25 09:15:00,1671959700,46.0,46.0,46.0,46.0,0,16800
2022-12-25 09:20:00,1671960000,46.0,46.0,46.0,46.0,0,16800
2022-12-25 09:25:00,1671960300,46.0,46.0,45.0,45.0,1010,16800
2022-12-25 09:30:00,1671960600,45.0,45.0,40.0,40.0,200,16800
2022-12-25 09:35:00,1671960900,43.0,43.0,43.0,43.0,0,16800
2022-12-25 09:40:00,1671961200,43.0,43.0,43.0,43.0,0,16800
2022-12-25 09:45:00,1671961500,43.0,43.0,43.0,43.0,64,16800
2022-12-25 09:50:00,1671961800,45.0,45.0,44.0,44.0,1467,16800
2022-12-25 09:55:00,1671962100,44.0,46.0,44.0,44.0,1217,16800
2022-12-25 10:00:00,1671962400,45.0,45.0,45.0,45.0,117,16800
2022-12-25 10:05:00,1671962700,41.0,42.0,40.0,40.0,327,16800
2022-12-25 10:10:00,1671963000,40.0,40.0,40.0,40.0,175,16800
2022-12-25 10:15:00,1671963300,39.0,40.0,39.0,40.0,1245,16800
2022-12-25 10:20:00,1671963600,36.0,40.0,36.0,39.0,390,16800
2022-12-25 10:25:00,1671963900,37.0,37.0,37.0,37.0,80,16800
2022-12-25 10:30:00,1671964200,37.0,38.0,37.0,37.0,550,16800
2022-12-25 10:35:00,1671964500,38.0,38.0,38.0,38.0,26,16800
2022-12-25 10:40:00,1671964800,35.0,39.0,35.0,39.0,159,16800
2022-12-25 10:45:00,1671965100,34.0,34.0,34.0,34.0,2406,16800
2022-12-25 10:50:00,1671965400,33.0,33.0,33.0,33.0,350,16800
2022-12-25 10:55:00,1671965700,33.0,33.0,33.0,33.0,1000,16800
2022-12-25 11:00:00,1671966000,31.0,31.0,31.0,31.0,600,16800
2022-12-25 11:05:00,1671966300,29.0,33.0,29.0,30.0,9261,16800
2022-12-25 11:10:00,1671966600,31.0,32.0,31.0,31.0,427,16800
2022-12-25 11:15:00,1671966900,29.0,29.0,29.0,29.0,60,16800
2022-12-25 11:20:00,1671967200,28.0,28.0,28.0,28.0,200,16800
2022-12-25 11:25:00,1671967500,29.0,29.0,29.0,29.0,0,16800
2022-12-25 11:30:00,1671967800,29.0,29.0,29.0,29.0,20,16800
2022-12-25 11:35:00,1671968100,30.0,30.0,30.0,30.0,0,16800
2022-12-25 11:40:00,1671968400,30.0,30.0,30.0,30.0,0,16800
2022-12-25 11:45:00,1671968700,30.0,30.0,30.0,30.0,100,16800
2022-12-25 11:50:00,1671969000,27.0,27.0,27.0,27.0,0,16800
2022-12-25 11:55:00,1671969300,27.0,27.0,27.0,27.0,94,16800
2022-12-25 12:00:00,1671969600,125.0,154.0,125.0,125.0,4595,16800
2022-12-25 12:05:00,1671969900,125.0,125.0,125.0,125.0,2005,16800
2022-12-25 12:10:00,1671970200,125.0,125.0,125.0,125.0,1146,16800
2022-12-25 12:15:00,1671970500,125.0,125.0,125.0,125.0,0,16800
2022-12-25 12:20:00,1671970800,125.0,125.0,125.0,125.0,0,16800
2022-12-25 12:25:00,1671971100,125.0,125.0,125.0,125.0,27,16800
2022-12-25 12:30:00,1671971400,125.0,125.0,125.0,125.0,8972,16800
2022-12-25 12:35:00,1671971700,125.0,125.0,125.0,125.0,2,16800
2022-12-25 12:40:00,1671972000,125.0,125.0,125.0,125.0,8,16800
2022-12-25 12:45:00,1671972300,125.0,125.0,125.0,125.0,0,16800
2022-12-25 12:50:00,1671972600,125.0,125.0,125.0,125.0,0,16800
2022-12-25 12:55:00,1671972900,125.0,125.0,125.0,125.0,200,16800
2022-12-25 13:00:00,1671973200,125.0,125.0,125.0,125.0,50,16800
2022-12-25 13:05:00,1671973500,125.0,125.0,125.0,125.0,0,16800
2022-12-25 13:10:00,1671973800,125.0,125.0,125.0,125.0,3000,16800
2022-12-25 13:15:00,1671974100,125.0,125.0,125.0,125.0,500,16800
2022-12-25 13:20:00,1671974400,125.0,125.0,125.0,125.0,0,16800
2022-12-25 13:25:00,1671974700,125.0,125.0,125.0,125.0,44,16800
2022-12-25 13:30:00,1671975000,125.0,125.0,125.0,125.0,600,16800
2022-12-25 13:35:00,1671975300,120.0,120.0,120.0,120.0,0,16800
2022-12-25 13:40:00,1671975600,120.0,120.0,120.0,120.0,13,16800
2022-12-25 13:45:00,1671975900,120.0,120.0,120.0,120.0,150,16800
2022-12-25 13:50:00,1671976200,120.0,120.0,120.0,120.0,117,16800
2022-12-25 13:55:00,1671976500,120.0,120.0,120.0,120.0,17,16800
2022-12-25 14:00:00,1671976800,120.0,120.0,120.0,120.0,0,16800
2022-12-25 14:05:00,1671977100,120.0,120.0,120.0,120.0,2173,16800
2022-12-25 14:10:00,1671977400,120.0,120.0,120.0,120.0,0,16800
2022-12-25 14:15:00,1671977700,120.0,120.0,120.0,120.0,0,16800
2022-12-25 14:20:00,1671978000,120.0,120.0,120.0,120.0,6,16800
2022-12-25 14:25:00,1671978300,120.0,120.0,120.0,120.0,15,16800
2022-12-25 14:30:00,1671978600,120.0,120.1,120.0,120.1,1000,16800
2022-12-25 14:35:00,1671978900,123.0,123.0,123.0,123.0,50,16800
2022-12-25 14:40:00,1671979200,126.0,126.0,126.0,126.0,0,16800
2022-12-25 14:45:00,1671979500,126.0,126.0,126.0,126.0,0,16800
2022-12-25 14:50:00,1671979800,126.0,126.0,126.0,126.0,0,16800
2022-12-25 14:55:00,1671980100,126.0,126.0,126.0,126.0,400,16800
2022-12-25 15:00:00,1671980400,132.0,132.0,132.0,132.0,55,16800
2022-12-25 15:05:00,1671980700,132.0,132.0,132.0,132.0,52,16800
2022-12-25 15:10:00,1671981000,130.0,130.0,130.0,130.0,225,16800
2022-12-25 15:15:00,1671981300,129.0,129.0,129.0,129.0,118,16800
2022-12-25 15:20:00,1671981600,129.0,129.0,129.0,129.0,4041,16800
2022-12-25 15:25:00,1671981900,128.0,128.0,128.0,128.0,95,16800
2022-12-25 15:30:00,1671982200,150.0,150.0,150.0,150.0,0,16800
2022-12-25 15:35:00,1671982500,150.0,150.0,150.0,150.0,0,16800
2022-12-25 15:40:00,1671982800,150.0,150.0,150.0,150.0,0,16800
2022-12-25 15:45:00,1671983100,150.0,150.0,150.0,150.0,0,16800
2022-12-25 15:50:00,1671983400,150.0,150.0,150.0,150.0,186,16800
2022-12-25 15:55:00,1671983700,130.0,130.0,130.0,130.0,0,16800
2022-12-25 16:00:00,1671984000,130.0,130.0,130.0,130.0,0,16800
2022-12-25 16:05:00,1671984300,130.0,130.0,129.0,129.0,755,16800
2022-12-25 16:10:00,1671984600,129.0,129.0,129.0,129.0,0,16800
2022-12-25 16:15:00,1671984900,129.0,129.0,129.0,129.0,185,16800
2022-12-25 16:20:00,1671985200,128.0,128.0,128.0,128.0,0,16800
2022-12-25 16:25:00,1671985500,128.0,128.0,128.0,128.0,0,16800
2022-12-25 16:30:00,1671985800,128.0,140.0,128.0,140.0,101,16800
2022-12-25 16:35:00,1671986100,127.0,127.0,127.0,127.0,0,16800
2022-12-25 16:40:00,1671986400,127.0,127.0,127.0,127.0,0,16800
2022-12-25 16:45:00,1671986700,127.0,127.0,127.0,127.0,0,16800
2022-12-25 16:50:00,1671987000,127.0,127.0,127.0,127.0,0,16800
2022-12-25 16:55:00,1671987300,127.0,127.0,127.0,127.0,0,16800
2022-12-25 17:00:00,1671987600,127.0,127.0,127.0,127.0,18,16800
2022-12-25 17:05:00,1671987900,126.0,126.0,126.0,126.0,0,16800
2022-12-25 17:10:00,1671988200,126.0,126.0,126.0,126.0,0,16800
2022-12-25 17:15:00,1671988500,126.0,126.0,126.0,126.0,0,16800
2022-12-25 17:20:00,1671988800,126.0,126.0,126.0,126.0,0,16800
2022-12-25 17:25:00,1671989100,126.0,126.0,126.0,126.0,0,16800
2022-12-25 17:30:00,1671989400,126.0,126.0,126.0,126.0,0,16800
2022-12-25 17:35:00,1671989700,126.0,126.0,126.0,126.0,22,16800
2022-12-25 17:40:00,1671990000,126.0,126.0,126.0,126.0,0,16800
2022-12-25 17:45:00,1671990300,126.0,126.0,126.0,126.0,20,16800
2022-12-25 17:50:00,1671990600,125.0,125.0,125.0,125.0,122,16800
2022-12-25 17:55:00,1671990900,125.0,140.0,125.0,140.0,118,16800
2022-12-25 18:00:00,1671991200,124.0,124.0,124.0,124.0,0,16800
2022-12-25 18:05:00,1671991500,124.0,124.0,124.0,124.0,0,16800
2022-12-25 18:10:00,1671991800,124.0,124.0,124.0,124.0,0,16800
2022-12-25 18:15:00,1671992100,124.0,124.0,124.0,124.0,0,16800
2022-12-25 18:20:00,1671992400,124.0,124.0,124.0,124.0,0,16800
2022-12-25 18:25:00,1671992700,124.0,124.0,124.0,124.0,0,16800
2022-12-25 18:30:00,1671993000,124.0,124.0,124.0,124.0,325,16800
2022-12-25 18:35:00,1671993300,139.0,139.0,139.0,139.0,0,16800
2022-12-25 18:40:00,1671993600,139.0,139.0,139.0,139.0,100,16800
2022-12-25 18:45:00,1671993900,139.0,139.0,139.0,139.0,1,16800
2022-12-25 18:50:00,1671994200,120.0,120.0,120.0,120.0,0,16800
2022-12-25 18:55:00,1671994500,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:00:00,1671994800,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:05:00,1671995100,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:10:00,1671995400,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:15:00,1671995700,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:20:00,1671996000,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:25:00,1671996300,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:30:00,1671996600,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:35:00,1671996900,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:40:00,1671997200,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:45:00,1671997500,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:50:00,1671997800,120.0,120.0,120.0,120.0,0,16800
2022-12-25 19:55:00,1671998100,120.0,120.0,120.0,120.0,0,16800
2022-12-25 20:00:00,1671998400,120.0,120.0,120.0,120.0,0,16800
2022-12-25 20:05:00,1671998700,120.0,120.0,120.0,120.0,0,16800
2022-12-25 20:10:00,1671999000,120.0,120.0,120.0,120.0,0,16800
2022-12-25 20:15:00,1671999300,120.0,120.0,120.0,120.0,0,16800
2022-12-25 20:20:00,1671999600,120.0,120.0,120.0,120.0,0,16800
2022-12-25 20:25:00,1671999900,120.0,120.0,120.0,120.0,0,16800
2022-12-25 20:30:00,1672000200,120.0,120.0,120.0,120.0,0,16800
2022-12-25 20:35:00,1672000500,120.0,120.0,120.0,120.0,100,16800
2022-12-25 20:40:00,1672000800,144.0,144.0,144.0,144.0,0,16800
2022-12-25 20:45:00,1672001100,144.0,144.0,144.0,144.0,0,16800
2022-12-25 20:50:00,1672001400,144.0,144.0,144.0,144.0,0,16800
2022-12-25 20:55:00,1672001700,144.0,144.0,122.0,122.0,3500,16800
2022-12-25 21:00:00,1672002000,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:05:00,1672002300,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:10:00,1672002600,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:15:00,1672002900,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:20:00,1672003200,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:25:00,1672003500,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:30:00,1672003800,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:35:00,1672004100,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:40:00,1672004400,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:45:00,1672004700,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:50:00,1672005000,132.0,132.0,132.0,132.0,0,16800
2022-12-25 21:55:00,1672005300,132.0,132.0,132.0,132.0,0,16800
2022-12-25 22:00:00,1672005600,132.0,132.0,132.0,132.0,0,16800
2022-12-25 22:05:00,1672005900,132.0,132.0,132.0,132.0,15,16800
2022-12-25 22:10:00,1672006200,127.0,127.0,127.0,127.0,0,16800
2022-12-25 22:15:00,1672006500,127.0,127.0,127.0,127.0,0,16800
2022-12-25 22:20:00,1672006800,127.0,127.0,127.0,127.0,0,16800
2022-12-25 22:25:00,1672007100,127.0,127.0,127.0,127.0,0,16800
2022-12-25 22:30:00,1672007400,127.0,127.0,127.0,127.0,0,16800
2022-12-25 22:35:00,1672007700,127.0,127.0,127.0,127.0,0,16800
2022-12-25 22:40:00,1672008000,127.0,127.0,127.0,127.0,0,16800
2022-12-25 22:45:00,1672008300,127.0,127.0,127.0,127.0,0,16800
2022-12-25 22:50:00,1672008600,127.0,127.0,127.0,127.0,0,16800
2022-12-25 22:55:00,1672008900,127.0,127.0,127.0,127.0,0,16800
2022-12-25 23:00:00,1672009200,127.0,127.0,126.0,126.0,100,16800
2022-12-25 23:05:00,1672009500,128.0,128.0,128.0,128.0,25,16800
2022-12-25 23:10:00,1672009800,105.0,110.0,105.0,110.0,25,16800
2022-12-25 23:15:00,1672010100,125.0,125.0,125.0,125.0,0,16800
2022-12-25 23:20:00,1672010400,125.0,125.0,125.0,125.0,44,16800
2022-12-25 23:25:00,1672010700,125.0,125.0,125.0,125.0,0,16800
2022-12-25 23:30:00,1672011000,125.0,125.0,125.0,125.0,0,16800
2022-12-25 23:35:00,1672011300,125.0,125.0,125.0,125.0,0,16800
2022-12-25 23:40:00,1672011600,125.0,125.0,125.0,125.0,2437,16800
2022-12-25 23:45:00,1672011900,110.0,110.0,110.0,110.0,0,16800
2022-12-25 23:50:00,1672012200,110.0,110.0,110.0,110.0,50,16800
2022-12-25 23:55:00,1672012500,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:00:00,1672012800,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:05:00,1672013100,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:10:00,1672013400,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:15:00,1672013700,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:20:00,1672014000,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:25:00,1672014300,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:30:00,1672014600,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:35:00,1672014900,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:40:00,1672015200,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:45:00,1672015500,99.0,99.0,99.0,99.0,0,16800
2022-12-26 00:50:00,1672015800,99.0,99.0,99.0,99.0,40,16800
2022-12-26 00:55:00,1672016100,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:00:00,1672016400,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:05:00,1672016700,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:10:00,1672017000,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:15:00,1672017300,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:20:00,1672017600,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:25:00,1672017900,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:30:00,1672018200,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:35:00,1672018500,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:40:00,1672018800,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:45:00,1672019100,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:50:00,1672019400,95.0,95.0,95.0,95.0,0,16800
2022-12-26 01:55:00,1672019700,95.0,95.0,95.0,95.0,2637,16800
2022-12-26 02:00:00,1672020000,110.0,110.0,110.0,110.0,0,16800
2022-12-26 02:05:00,1672020300,110.0,110.0,110.0,110.0,950,16800
2022-12-26 02:10:00,1672020600,122.0,122.0,122.0,122.0,9041,16800
2022-12-26 02:15:00,1672020900,102.0,102.0,102.0,102.0,0,16800
2022-12-26 02:20:00,1672021200,102.0,102.0,102.0,102.0,0,16800
2022-12-26 02:25:00,1672021500,102.0,102.0,102.0,102.0,24,16800
2022-12-26 02:30:00,1672021800,133.0,133.0,133.0,133.0,0,16800
2022-12-26 02:35:00,1672022100,133.0,133.0,133.0,133.0,496,16800
2022-12-26 02:40:00,1672022400,124.0,124.0,124.0,124.0,0,16800
2022-12-26 02:45:00,1672022700,124.0,124.0,124.0,124.0,0,16800
2022-12-26 02:50:00,1672023000,124.0,124.0,124.0,124.0,0,16800
2022-12-26 02:55:00,1672023300,124.0,124.0,124.0,124.0,0,16800
2022-12-26 03:00:00,1672023600,124.0,124.0,124.0,124.0,0,16800
2022-12-26 03:05:00,1672023900,124.0,124.0,124.0,124.0,0,16800
2022-12-26 03:10:00,1672024200,124.0,124.0,124.0,124.0,0,16800
2022-12-26 03:15:00,1672024500,124.0,124.0,124.0,124.0,0,16800
2022-12-26 03:20:00,1672024800,124.0,124.0,124.0,124.0,0,16800
2022-12-26 03:25:00,1672025100,124.0,124.0,124.0,124.0,0,16800
2022-12-26 03:30:00,1672025400,124.0,124.0,124.0,124.0,0,16800
2022-12-26 03:35:00,1672025700,124.0,124.0,124.0,124.0,30,16800
2022-12-26 03:40:00,1672026000,139.0,139.0,139.0,139.0,0,16800
2022-12-26 03:45:00,1672026300,139.0,139.0,139.0,139.0,0,16800
2022-12-26 03:50:00,1672026600,139.0,139.0,139.0,139.0,0,16800
2022-12-26 03:55:00,1672026900,139.0,139.0,139.0,139.0,0,16800
2022-12-26 04:00:00,1672027200,139.0,139.0,139.0,139.0,500,16800
2022-12-26 04:05:00,1672027500,114.0,114.0,114.0,114.0,50,16800
2022-12-26 04:10:00,1672027800,98.0,98.0,98.0,98.0,0,16800
2022-12-26 04:15:00,1672028100,98.0,98.0,98.0,98.0,0,16800
2022-12-26 04:20:00,1672028400,98.0,98.0,98.0,98.0,23649,16800
2022-12-26 04:25:00,1672028700,92.0,92.0,92.0,92.0,0,16800
2022-12-26 04:30:00,1672029000,92.0,92.0,92.0,92.0,0,16800
2022-12-26 04:35:00,1672029300,92.0,92.0,92.0,92.0,0,16800
2022-12-26 04:40:00,1672029600,92.0,92.0,92.0,92.0,0,16800
2022-12-26 04:45:00,1672029900,92.0,92.0,92.0,92.0,187,16800
2022-12-26 04:50:00,1672030200,100.0,100.0,100.0,100.0,0,16800
2022-12-26 04:55:00,1672030500,100.0,100.0,100.0,100.0,0,16800
2022-12-26 05:00:00,1672030800,100.0,100.0,100.0,100.0,0,16800
2022-12-26 05:05:00,1672031100,100.0,100.0,100.0,100.0,0,16800
2022-12-26 05:10:00,1672031400,100.0,100.0,100.0,100.0,0,16800
2022-12-26 05:15:00,1672031700,100.0,100.0,100.0,100.0,0,16800
2022-12-26 05:20:00,1672032000,100.0,100.0,100.0,100.0,0,16800
2022-12-26 05:25:00,1672032300,100.0,100.0,100.0,100.0,0,16800
2022-12-26 05:30:00,1672032600,100.0,100.0,100.0,100.0,0,16800
2022-12-26 05:35:00,1672032900,100.0,100.0,100.0,100.0,0,16800
2022-12-26 05:40:00,1672033200,100.0,100.0,96.0,96.0,67,16800
